id,jp_city,mn_city,jp_lat,jp_lon,mn_lat,mn_lon,hasCIR,relation,summary,website,contact,activity_field,activity_detail
5,北海道帯広市,モンゴル国（農業分野）,42.92,143.2,46.86,103.84,FALSE,学術・技術協力,「食と農」の専門知識が集まる帯広市の強みを活かし、帯広畜産大学が中心となってモンゴルの畜産・酪農分野の発展を支援。留学生の受入も活発です。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_09_t.pdf|https://tokachi-obihiro.doyu.jp/,帯広畜産大学 国際交流センター<br>一般社団法人北海道中小企業同友会とかち支部<br>JICA北海道,教育・技術協力,帯広畜産大学がモンゴル生命科学大学などと協定を結び、共同研究や技術指導、研修員の受入を通じて、モンゴルの農業発展に貢献しています。
5,北海道帯広市,モンゴル国（農業分野）,42.92,143.2,46.86,103.84,FALSE,学術・技術協力,「食と農」の専門知識が集まる帯広市の強みを活かし、帯広畜産大学が中心となってモンゴルの畜産・酪農分野の発展を支援。留学生の受入も活発です。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_09_t.pdf|https://tokachi-obihiro.doyu.jp/,帯広畜産大学 国際交流センター<br>一般社団法人北海道中小企業同友会とかち支部<br>JICA北海道,JICA草の根事業|農業・環境,【2016年～2019年】 農産物等の流通改善および土壌改良による農業者の収益向上事業 
6,北海道滝川市,ウブルハンガイ県,43.56,141.91,45.75,102.75,TRUE,交流協定 (2011年〜),1990年に設立された「滝川国際交流協会」が中心となり、2011年から稲作栽培の技術移転をきっかけに交流を開始。農業技術協力から青少年交流まで、幅広い分野で活発な交流を続けています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_11_t.pdf|http://www.msknet.ne.jp/~tiea/,一般社団法人滝川国際交流協会<br>〒073-0031 北海道滝川市栄町4丁目9番1号<br>電話: 0125-74-8580<br>FAX: 0125-23-0918<br>Email: tiea1@hotmail.co.jp<br>滝川国際交流協会<br>JICA北海道,農業・技術協力,2011年から稲作栽培の技術移転、研修員や専門家の受け入れ等で交流を開始。
6,北海道滝川市,ウブルハンガイ県,43.56,141.91,45.75,102.75,TRUE,交流協定 (2011年〜),1990年に設立された「滝川国際交流協会」が中心となり、2011年から稲作栽培の技術移転をきっかけに交流を開始。農業技術協力から青少年交流まで、幅広い分野で活発な交流を続けています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_11_t.pdf|http://www.msknet.ne.jp/~tiea/,一般社団法人滝川国際交流協会<br>〒073-0031 北海道滝川市栄町4丁目9番1号<br>電話: 0125-74-8580<br>FAX: 0125-23-0918<br>Email: tiea1@hotmail.co.jp<br>滝川国際交流協会<br>JICA北海道,JICA草の根事業|農業・技術協力,【2016年～2019年】 北海道滝川市発－地方農民の収入向上を目指したアグリビジネス振興プロジェクト（高付加価値作物の生産と新しい農産加工品開発）、【2020年～2025年】新ブランド作物（玉ねぎ）による農家の収入向上ーフードバリューチェーンの構築ー
6,北海道滝川市,ウブルハンガイ県,43.56,141.91,45.75,102.75,TRUE,交流協定 (2011年〜),1990年に設立された「滝川国際交流協会」が中心となり、2011年から稲作栽培の技術移転をきっかけに交流を開始。農業技術協力から青少年交流まで、幅広い分野で活発な交流を続けています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_11_t.pdf|http://www.msknet.ne.jp/~tiea/,一般社団法人滝川国際交流協会<br>〒073-0031 北海道滝川市栄町4丁目9番1号<br>電話: 0125-74-8580<br>FAX: 0125-23-0918<br>Email: tiea1@hotmail.co.jp<br>滝川国際交流協会<br>JICA北海道,教育・青少年交流,【2022年6月】ウブルハンガイ県メルゲド学校と滝川高校が交流提携を締結。
6,北海道滝川市,ウブルハンガイ県,43.56,141.91,45.75,102.75,TRUE,交流協定 (2011年〜),1990年に設立された「滝川国際交流協会」が中心となり、2011年から稲作栽培の技術移転をきっかけに交流を開始。農業技術協力から青少年交流まで、幅広い分野で活発な交流を続けています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_11_t.pdf|http://www.msknet.ne.jp/~tiea/,一般社団法人滝川国際交流協会<br>〒073-0031 北海道滝川市栄町4丁目9番1号<br>電話: 0125-74-8580<br>FAX: 0125-23-0918<br>Email: tiea1@hotmail.co.jp<br>滝川国際交流協会<br>JICA北海道,教育・青少年交流|その他,JETプログラムによるモンゴルからの国際交流員の受け入れ、ランドセルの寄付、消防車の譲渡なども行っています。
7,北海道北見市,ウランバートル市,43.8,143.89,47.92,106.87,FALSE,JICA草の根技術協力,雪と寒さに強いまちづくりのノウハウを活かし、北見工業大学と連携して首都ウランバートル市の道路品質向上に関する技術協力を長年にわたり実施しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_16_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_05_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_12_t.pdf,北見国際技術協力推進会議,JICA草の根事業|行政・技術協力,【令和2年～8年】 積雪寒冷地における道路の維持管理手法の技術移転と道路技術者育成プログラムの構築に関するプロジェクト
7,北海道北見市,ウランバートル市,43.8,143.89,47.92,106.87,FALSE,JICA草の根技術協力,雪と寒さに強いまちづくりのノウハウを活かし、北見工業大学と連携して首都ウランバートル市の道路品質向上に関する技術協力を長年にわたり実施しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_16_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_05_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_12_t.pdf,北見国際技術協力推進会議,JICA草の根事業|医療・福祉,"【平成19年～24年,26年～28年】 ウランバートル市ゲル地区住⺠に対する地域保健活動のための看護職⼈材育成事業"
7,北海道北見市,ウランバートル市,43.8,143.89,47.92,106.87,FALSE,JICA草の根技術協力,雪と寒さに強いまちづくりのノウハウを活かし、北見工業大学と連携して首都ウランバートル市の道路品質向上に関する技術協力を長年にわたり実施しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_16_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_05_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_12_t.pdf,北見国際技術協力推進会議,JICA草の根事業|行政・技術協力,【平成13年～16年】 産業の変遷と地域振興
7,北海道北見市,ウランバートル市,43.8,143.89,47.92,106.87,FALSE,JICA草の根技術協力,雪と寒さに強いまちづくりのノウハウを活かし、北見工業大学と連携して首都ウランバートル市の道路品質向上に関する技術協力を長年にわたり実施しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_16_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_05_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_12_t.pdf,北見国際技術協力推進会議,JICA草の根事業|医療・福祉,【平成13年～16年】 ウランバートル市ゲル地区住⺠に対する地域保健活動のための看護職⼈材育成事業
8,青森県今別町,モンゴルフェンシング協会,41.15,140.5,47.92,106.91,FALSE,ホストタウン,東京オリンピックのホストタウンとして、モンゴルのフェンシングチームを支援しました。,,,スポーツ,東京オリンピックの際に、モンゴルフェンシング協会と協定を結び、強化合宿の受け入れなどを行いました。
9,東京都,ウランバートル市,35.68,139.77,47.92,106.87,FALSE,友好都市 (1990年〜),両国の首都として、都市問題、環境、文化など幅広いテーマで協力関係にあります。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_02_t_re.pdf,東京都 政策企画局 外務部<br>電話: 03-5388-2207<br>東京都下水道サービス株式会社,JICA草の根事業|行政・技術協力,【令和4年度】モンゴル国ウランバートル市上下水道公社における下水道管の維持管理・更新に関する人材育成事業 
9,東京都,ウランバートル市,35.68,139.77,47.92,106.87,FALSE,友好都市 (1990年〜),両国の首都として、都市問題、環境、文化など幅広いテーマで協力関係にあります。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_02_t_re.pdf,東京都 政策企画局 外務部<br>電話: 03-5388-2207<br>東京都下水道サービス株式会社,行政・技術協力,"職員の相互派遣や視察団の受け入れを通じ、大都市が抱える課題解決(大気汚染,廃棄物処理など)や文化振興で協力しています。"
10,東京都板橋区,モンゴル国教育科学省,35.76,139.68,47.92,106.91,FALSE,文化・教育交流協定 (1996年〜),1992年の文房具寄贈から始まった交流は、大学生への奨学金制度や文化イベント開催など、教育と文化の両面で多角的に発展しています。,,【文化・国際交流財団】<br>〒173-0014 東京都板橋区大山東町51番1号 (板橋区立文化会館内)<br>電話: 03-3579-3130<br>FAX: 03-3579-2276<br>Email: ita-kokusai@city.itabashi.tokyo.jp<br><br>【板橋区役所】<br>文化・国際交流課 国際交流係<br>〒173-8501 東京都板橋区板橋2-66-1号<br>電話: 03-3579-2015 / 03-3579-2018<br>FAX: 03-3579-2046,教育・青少年交流,モンゴル国立人文大学の学生を対象に、学費相当の奨学金制度を設けています。交流の初期にはノートや鉛筆の寄贈も行いました。
10,東京都板橋区,モンゴル国教育科学省,35.76,139.68,47.92,106.91,FALSE,文化・教育交流協定 (1996年〜),1992年の文房具寄贈から始まった交流は、大学生への奨学金制度や文化イベント開催など、教育と文化の両面で多角的に発展しています。,,【文化・国際交流財団】<br>〒173-0014 東京都板橋区大山東町51番1号 (板橋区立文化会館内)<br>電話: 03-3579-3130<br>FAX: 03-3579-2276<br>Email: ita-kokusai@city.itabashi.tokyo.jp<br><br>【板橋区役所】<br>文化・国際交流課 国際交流係<br>〒173-8501 東京都板橋区板橋2-66-1号<br>電話: 03-3579-2015 / 03-3579-2018<br>FAX: 03-3579-2046,文化・スポーツ交流,区内でモンゴルフェアを開催するほか、モンゴル国立馬頭琴交響楽団や児童養護施設のコンサートを企画するなど、文化を通じた交流が盛んです。
10,東京都板橋区,モンゴル国教育科学省,35.76,139.68,47.92,106.91,FALSE,文化・教育交流協定 (1996年〜),1992年の文房具寄贈から始まった交流は、大学生への奨学金制度や文化イベント開催など、教育と文化の両面で多角的に発展しています。,,【文化・国際交流財団】<br>〒173-0014 東京都板橋区大山東町51番1号 (板橋区立文化会館内)<br>電話: 03-3579-3130<br>FAX: 03-3579-2276<br>Email: ita-kokusai@city.itabashi.tokyo.jp<br><br>【板橋区役所】<br>文化・国際交流課 国際交流係<br>〒173-8501 東京都板橋区板橋2-66-1号<br>電話: 03-3579-2015 / 03-3579-2018<br>FAX: 03-3579-2046,文化・スポーツ交流,2021年の交流25周年には、記念として区役所内にゲルを設置するなどの各種イベントを実施しました。
10,東京都板橋区,モンゴル国教育科学省,35.76,139.68,47.92,106.91,FALSE,文化・教育交流協定 (1996年〜),1992年の文房具寄贈から始まった交流は、大学生への奨学金制度や文化イベント開催など、教育と文化の両面で多角的に発展しています。,,【文化・国際交流財団】<br>〒173-0014 東京都板橋区大山東町51番1号 (板橋区立文化会館内)<br>電話: 03-3579-3130<br>FAX: 03-3579-2276<br>Email: ita-kokusai@city.itabashi.tokyo.jp<br><br>【板橋区役所】<br>文化・国際交流課 国際交流係<br>〒173-8501 東京都板橋区板橋2-66-1号<br>電話: 03-3579-2015 / 03-3579-2018<br>FAX: 03-3579-2046,その他,放置自転車を整備し、モンゴルへ寄贈する活動や、区民ツアー、相互の公式訪問なども行っています。
11,茨城県,モンゴル柔道連盟,36.05,140.45,47.92,106.91,FALSE,ホストタウン,東京オリンピックのホストタウンとして、3つの市町が連携して柔道チームを支援しました。,,NPOモンゴル緑化日本協会<br>JICA筑波,JICA草の根事業|環境・技術協力,【平成18年度終了】モンゴル国乾燥地緑化リーダー育成事業
11,茨城県,モンゴル柔道連盟,36.05,140.45,47.92,106.91,FALSE,ホストタウン,東京オリンピックのホストタウンとして、3つの市町が連携して柔道チームを支援しました。,,NPOモンゴル緑化日本協会<br>JICA筑波,スポーツ,行方市、桜川市、城里町が合同で、東京オリンピックの柔道チームのホストタウンとなり、柔道着の寄贈などを行いました。
12,神奈川県,モンゴル国,35.44,139.64,46.86,103.84,FALSE,JICA草の根技術協力,感染症のサーベイランスについて研修を行いました。,,神奈川県衛生研究所,JICA草の根事業|医療・福祉,【平成19年度終了】 感染症のサーベイランスのための検査システムと情報の収集解析システムに関する研修
13,神奈川県鎌倉市,ウブルハンガイ県ハラホリン,35.35,139.55,47.2,102.82,FALSE,友好協力関係,歴史的な繋がりをテーマとした文化交流を行っています。,,,歴史・文化交流,両都市の歴史的な背景に基づき、文化遺産の保護や学術交流などで協力しています。
14,新潟県,"フブスグル県,ドルノゴビ県,ウランバートル",37.9,139.02,49.63,100.16,FALSE,友好交流覚書 (2015年〜),県レベルでの青少年交流を中心とした友好関係を築いています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_15_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_07_t.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_06_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_03_t.pdf|https://na-ze.jp/|https://taigaikyou.or.jp/,特定非営利活動法人長岡産業活性化協会「NAZE」<br>特定非営利活動法人新潟県対外科学技術交流協会<br>新潟県モンゴル緑化推進技術協力実行委員会<br>新潟県モンゴル技術協力推進実行委員会,JICA草の根事業|環境・技術協力,【令和4年~6年度】東ゴビ砂漠における深穴方式による乾燥寒冷地緑化推進技術協力事業
14,新潟県,"フブスグル県,ドルノゴビ県,ウランバートル",37.9,139.02,49.63,100.16,FALSE,友好交流覚書 (2015年〜),県レベルでの青少年交流を中心とした友好関係を築いています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_15_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_07_t.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_06_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_03_t.pdf|https://na-ze.jp/|https://taigaikyou.or.jp/,特定非営利活動法人長岡産業活性化協会「NAZE」<br>特定非営利活動法人新潟県対外科学技術交流協会<br>新潟県モンゴル緑化推進技術協力実行委員会<br>新潟県モンゴル技術協力推進実行委員会,JICA草の根事業|環境・技術協力,【2010年~2017年度】モンゴル国ウランバートル市地区排⽔技術協⼒事業
14,新潟県,"フブスグル県,ドルノゴビ県,ウランバートル",37.9,139.02,49.63,100.16,FALSE,友好交流覚書 (2015年〜),県レベルでの青少年交流を中心とした友好関係を築いています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_15_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_07_t.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_06_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_03_t.pdf|https://na-ze.jp/|https://taigaikyou.or.jp/,特定非営利活動法人長岡産業活性化協会「NAZE」<br>特定非営利活動法人新潟県対外科学技術交流協会<br>新潟県モンゴル緑化推進技術協力実行委員会<br>新潟県モンゴル技術協力推進実行委員会,JICA草の根事業|環境・技術協力,【2013年~2016年度】サインシャンド⼯業団地緑化と⾃⽣種の苗⽊⽣産による地域振興協⼒事業
14,新潟県,"フブスグル県,ドルノゴビ県,ウランバートル",37.9,139.02,49.63,100.16,FALSE,友好交流覚書 (2015年〜),県レベルでの青少年交流を中心とした友好関係を築いています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_15_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_07_t.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_06_c.pdf|https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_03_t.pdf|https://na-ze.jp/|https://taigaikyou.or.jp/,特定非営利活動法人長岡産業活性化協会「NAZE」<br>特定非営利活動法人新潟県対外科学技術交流協会<br>新潟県モンゴル緑化推進技術協力実行委員会<br>新潟県モンゴル技術協力推進実行委員会,教育・青少年交流,フブスグル県の高校生代表団が新潟県を訪問するなど、青少年がお互いの文化を学ぶ機会を創出しています。
15,新潟県十日町市,オルホン県,37.13,138.76,49.03,104.28,FALSE,友好都市 (2018年〜),スポーツや文化を通じた交流が行われています。,,,スポーツ・文化交流,オリンピック・パラリンピックのホストタウンをきっかけに、スポーツや文化面での交流が始まりました。
16,新潟県長岡市,ウランバートル市,37.44,138.84,47.92,106.87,FALSE,学術交流を核とした友好関係,長岡技術科学大学とモンゴルの大学との長年にわたる深い学術交流が土台となり、市レベルでの友好関係に発展。特に高度な技術者育成（高専教育）の分野で協力しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_01_t_re.pdf,長岡市国際交流センター<br>「地球広場」特定非営利活動法人長岡産業活性化協会「NAZE」<br>JICA東京,教育・技術協力,長岡技術科学大学が中心となり、モンゴル科学技術大学などとの間でツイニング・プログラムや留学生の受入を積極的に行い、高度な技術者を育成しています。
16,新潟県長岡市,ウランバートル市,37.44,138.84,47.92,106.87,FALSE,学術交流を核とした友好関係,長岡技術科学大学とモンゴルの大学との長年にわたる深い学術交流が土台となり、市レベルでの友好関係に発展。特に高度な技術者育成（高専教育）の分野で協力しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_01_t_re.pdf,長岡市国際交流センター<br>「地球広場」特定非営利活動法人長岡産業活性化協会「NAZE」<br>JICA東京,JICA草の根事業|教育・技術協力,【2024～27年終了】モンゴル国新潟・モンゴルの産業変革を担う産業DX人材育成プラットフォームの構築
16,新潟県長岡市,ウランバートル市,37.44,138.84,47.92,106.87,FALSE,学術交流を核とした友好関係,長岡技術科学大学とモンゴルの大学との長年にわたる深い学術交流が土台となり、市レベルでの友好関係に発展。特に高度な技術者育成（高専教育）の分野で協力しています。,https://www.jica.go.jp/activities/schemes/partner/kusanone/country/project/n_files/mon_01_t_re.pdf,長岡市国際交流センター<br>「地球広場」特定非営利活動法人長岡産業活性化協会「NAZE」<br>JICA東京,教育・技術協力,モンゴル人「地域おこし協力隊」が活動しています（2025年度）。
17,新潟県弥彦村,トゥブ県エルデネ郡,37.7,138.83,47.7,107.2,TRUE,<strong>友好都市協定</strong> (2016年〜),モンゴル出身力士との交流から始まり、青少年交流へと発展しました。,,弥彦モンゴル友好協会,スポーツ・文化交流,2015年からモンゴル出身力士との交流が始まり、友好の礎を築きました。
17,新潟県弥彦村,トゥブ県エルデネ郡,37.7,138.83,47.7,107.2,TRUE,<strong>友好都市協定</strong> (2016年〜),モンゴル出身力士との交流から始まり、青少年交流へと発展しました。,,弥彦モンゴル友好協会,教育・青少年交流,トゥブ県エルデネ郡との間で、青少年がお互いの国を訪問し、文化を学ぶ交流事業を行っています。
18,長野県佐久市,ウランバートル市スフバートル区,36.24,138.47,47.92,106.91,FALSE,友好都市協定 (2008年〜),2008年から続く「子ども親善大使」の相互交流事業を長年にわたり実施し、草の根の国際交流を推進しています。,,佐久市役所<br>〒385-8501 長野県佐久市中込3056<br>電話: 0267-62-2111 (代表)<br>FAX: 0267-63-1680<br><br>【問合せ先】<br>佐久市・モンゴル親善協会 (市長公室)<br>電話: 0267-62-3041,教育・青少年交流,2008年に「子ども親善大使交流事業」を開始。子ども交流事業での受け入れや、中学生の海外研修での派遣などを通じて次世代の国際感覚を養っています。
18,長野県佐久市,ウランバートル市スフバートル区,36.24,138.47,47.92,106.91,FALSE,友好都市協定 (2008年〜),2008年から続く「子ども親善大使」の相互交流事業を長年にわたり実施し、草の根の国際交流を推進しています。,,佐久市役所<br>〒385-8501 長野県佐久市中込3056<br>電話: 0267-62-2111 (代表)<br>FAX: 0267-63-1680<br><br>【問合せ先】<br>佐久市・モンゴル親善協会 (市長公室)<br>電話: 0267-62-3041,その他,2006年のモンゴル国建国800周年には、記念として熱気球とパイロットを派遣しました。
